-5, -4, 0, 1, 3, 8, 9, 95, 104
Put 6, 1, 2, 26, 211, -5, 4, 0, 8 in increasing order.
-5, 0, 1, 2, 4, 6, 8, 26, 211
Put 4, 0, -130, 2, 5, 18, 8, 6, -7 in increasing order.
-130, -7, 0, 2, 4, 5, 6, 8, 18
Sort -6, 2, 0, -1, 8, 3, 1, 21, -81 in increasing order.
-81, -6, -1, 0, 1, 2, 3, 8, 21
Put 298, 9, -2, 5, 7, -7, -5, 4, 1 in increasing order.
-7, -5, -2, 1, 4, 5, 7, 9, 298
Sort 67, -3, 1919, 4, 3, 2, 0, 1, 7.
-3, 0, 1, 2, 3, 4, 7, 67, 1919
Put 6, 8, 11, -3, 340, 5, 1, 3, 46 in descending order.
340, 46, 11, 8, 6, 5, 3, 1, -3
Sort 12, 26, -9, 2, 25, 10, 4, 1, 3.
-9, 1, 2, 3, 4, 10, 12, 25, 26
Sort 4, 63, 3, 1, 27, 2, -1, 14, -3 in decreasing order.
63, 27, 14, 4, 3, 2, 1, -1, -3
Sort -14, 1, 50, 7, 5, 9, 35, 3, -1 in descending order.
50, 35, 9, 7, 5, 3, 1, -1, -14
Sort 3, 324, 8, 0, 5, 77, 4, -8, 1 in ascending order.
-8, 0, 1, 3, 4, 5, 8, 77, 324
Sort -3, 5, 45, 1, 28, 37, 2, 4, -7 in decreasing order.
45, 37, 28, 5, 4, 2, 1, -3, -7
Sort 5, 8, -5, 13, 69, 1, -7, 4, -2 in ascending order.
-7, -5, -2, 1, 4, 5, 8, 13, 69
Put 6, 3, 1, 32, -1, -12, -5, 4, 2 in descending order.
32, 6, 4, 3, 2, 1, -1, -5, -12
Sort 0, -1, 7, 5, 3, -5, -3, 4, 2.
-5, -3, -1, 0, 2, 3, 4, 5, 7
Sort 53, 8, 4, 1, 3, -5, -4, 24, 6.
-5, -4, 1, 3, 4, 6, 8, 24, 53
Sort 7, 857, 1, 5, 10, -4, -5, 0, 4 in decreasing order.
857, 10, 7, 5, 4, 1, 0, -4, -5
Put 17, 4, 8, -8, 1, 130, 5, 3, 38 in decreasing order.
130, 38, 17, 8, 5, 4, 3, 1, -8
Sort -1, 0, 1, 6, 5, 8, 3, 323, 18.
-1, 0, 1, 3, 5, 6, 8, 18, 323
Put 4, 3, 2, -448, -5, 1, 5, 58, 7 in decreasing order.
58, 7, 5, 4, 3, 2, 1, -5, -448
Sort 6, -1, 5, 2, 387, -4, -2, 4, 0 in ascending order.
-4, -2, -1, 0, 2, 4, 5, 6, 387
Put -3, 7, 0, 2, 6, -4, 5, 1, 409 in decreasing order.
409, 7, 6, 5, 2, 1, 0, -3, -4
Put 8, 2, 5, -33, 6, 73, 31, 1, -4 in decreasing order.
73, 31, 8, 6, 5, 2, 1, -4, -33
Sort -3, -89, -1, 3, 34, 0, 4, 1, 2.
-89, -3, -1, 0, 1, 2, 3, 4, 34
Put 12, 1, 0, 18, 3, -70, -3, 7, 4 in increasing order.
-70, -3, 0, 1, 3, 4, 7, 12, 18
Put 1, 3, -6, 5, -7, 147, 2, -4, 4 in decreasing order.
147, 5, 4, 3, 2, 1, -4, -6, -7
Put -3, 5, 9, -5, 68, -9, 20, 4, 1 in increasing order.
-9, -5, -3, 1, 4, 5, 9, 20, 68
Sort -9, 5, 1, 3, 4, 0, -4748, 2, 9 in decreasing order.
9, 5, 4, 3, 2, 1, 0, -9, -4748
Sort -3, 13, 7, 6, 1, -5, 521, 2, 4.
-5, -3, 1, 2, 4, 6, 7, 13, 521
Sort 2, 74, -34, 10, 1, 7, 4, 5, -3.
-34, -3, 1, 2, 4, 5, 7, 10, 74
Put 5, -5, 1, 7, 2, -1, 4, 3874, 6 in increasing order.
-5, -1, 1, 2, 4, 5, 6, 7, 3874
Put 2, 0, -3, 1, -1, 6, 401, 5, 32 in ascending order.
-3, -1, 0, 1, 2, 5, 6, 32, 401
Sort 40, -1, -16, 5, 2, 3, 86, 4, 1.
-16, -1, 1, 2, 3, 4, 5, 40, 86
Sort 0, -65, -5, 48, -6, 2, 7, 3, 1.
-65, -6, -5, 0, 1, 2, 3, 7, 48
Sort 32, 84, 4, -5, 0, 5, 3, 2, -6 in decreasing order.
84, 32, 5, 4, 3, 2, 0, -5, -6
Put 1, -4, 6, 12, 10, 5, 8, -3, 68 in descending order.
68, 12, 10, 8, 6, 5, 1, -3, -4
Sort 5, 1, 10, 96, 8, 4, -3, 0, -5 in increasing order.
-5, -3, 0, 1, 4, 5, 8, 10, 96
Sort 8, 13, -271, 0, 1, 5, 2, 20, 3 in descending order.
20, 13, 8, 5, 3, 2, 1, 0, -271
Sort 2, -3, 34, 7, -2, 5, 6, 677, 1 in decreasing order.
677, 34, 7, 6, 5, 2, 1, -2, -3
Put -6, 3, 5, 4, 1, -14, -11, 9, 6 in descending order.
9, 6, 5, 4, 3, 1, -6, -11, -14
Sort -852, -2, 4, 5, 3, 2, -9, 6, 0 in descending order.
6, 5, 4, 3, 2, 0, -2, -9, -852
Sort -7, -4, 4, 1, 0, -5, 6, 57, -2.
-7, -5, -4, -2, 0, 1, 4, 6, 57
Put -11, 1, 5, 0, 6, 4, -2, -1, 14 in increasing order.
-11, -2, -1, 0, 1, 4, 5, 6, 14
Sort 5, 3, 0, 666, -5, 9, 23, 21, 1 in descending order.
666, 23, 21, 9, 5, 3, 1, 0, -5
Sort 1, 2, 64, 4, -9, -2, -1, 44, 9 in descending order.
64, 44, 9, 4, 2, 1, -1, -2, -9
Sort -2, 5, 0, 7, 52, 1, -4, 19, 20 in decreasing order.
52, 20, 19, 7, 5, 1, 0, -2, -4
Sort 4, -62, 7, 2, 68, 1, 5, 25, -6 in increasing order.
-62, -6, 1, 2, 4, 5, 7, 25, 68
Put 30, 2, 4, -4, 5, 18, -21, 3, 6 in descending order.
30, 18, 6, 5, 4, 3, 2, -4, -21
Sort -4, 7, 0, 12, 8, 23, -2, -3, 9 in decreasing order.
23, 12, 9, 8, 7, 0, -2, -3, -4
Put 5, -1, 1, -4, 12, 6, 152, 3, 2 in increasing order.
-4, -1, 1, 2, 3, 5, 6, 12, 152
Sort -6, 6, 5, 2, -3, 7, 9, 4, 850 in ascending order.
-6, -3, 2, 4, 5, 6, 7, 9, 850
Put 16, 5, -6, 2, 0, 27, 3, -5, 79 in increasing order.
-6, -5, 0, 2, 3, 5, 16, 27, 79
Sort 1, 9, 4, -42, -8, 0, 81, 2, -4 in descending order.
81, 9, 4, 2, 1, 0, -4, -8, -42
Put 4, -2, -5, 37, 2, 3, 340, 5, 0 in increasing order.
-5, -2, 0, 2, 3, 4, 5, 37, 340
Sort 1, -5, 2, 45, 0, 4, 5, 9, -10 in descending order.
45, 9, 5, 4, 2, 1, 0, -5, -10
Put -42, 5, 2, 4, 8, -5, 0, -8, 3 in descending order.
8, 5, 4, 3, 2, 0, -5, -8, -42
Sort 2, 23, 27, 1, 0, 4, 5, 15, -56 in increasing order.
-56, 0, 1, 2, 4, 5, 15, 23, 27
Put 1, 9, 0, -4, -1, 48, 6, -5, -2 in increasing order.
-5, -4, -2, -1, 0, 1, 6, 9, 48
Sort 94, 2, 3, 1, 180, 6, -26, 4, 7.
-26, 1, 2, 3, 4, 6, 7, 94, 180
Sort -10, -7, 8, -3, 2, -2, 3, 0, 9 in increasing order.
-10, -7, -3, -2, 0, 2, 3, 8, 9
Put 6, 26, 7, 9, -190, 2, 1, -1, 4 in decreasing order.
26, 9, 7, 6, 4, 2, 1, -1, -190
Put 32, -3, 5, 23, 1, 3, 18, 6, 2 in decreasing order.
32, 23, 18, 6, 5, 3, 2, 1, -3
Sort 65, 68, 1, 9, -5, -1, 8, 4, 5 in ascending order.
-5, -1, 1, 4, 5, 8, 9, 65, 68
Sort 4, 5, 221, 2, 0, -3, 3, 60, -2 in descending order.
221, 60, 5, 4, 3, 2, 0, -2, -3
Sort 3, 4, 210, -4, 0, 2, 13, 45, 5.
-4, 0, 2, 3, 4, 5, 13, 45, 210
Sort 7, 57, 6, 2, 0, 38, 3, 23, -3 in descending order.
57, 38, 23, 7, 6, 3, 2, 0, -3
Sort 9, 48, 2, 22, -5, 207, 5, 0, 1.
-5, 0, 1, 2, 5, 9, 22, 48, 207
Sort 90, 0, 8, -4, 3, 4, -3, -2, 95.
-4, -3, -2, 0, 3, 4, 8, 90, 95
Sort 2, -8, 1, 3, 0, 16, 5, 239, 6 in descending order.
239, 16, 6, 5, 3, 2, 1, 0, -8
Sort 3, 1, -3, 52, 0, 6, -5, 150, 2 in descending order.
150, 52, 6, 3, 2, 1, 0, -3, -5
Put 0, 5, 70, 25, 42, -1, 15, 3, 2 in descending order.
70, 42, 25, 15, 5, 3, 2, 0, -1
Sort 91, 9, -2, 1, 7, -5, 0, 82, -7 in decreasing order.
91, 82, 9, 7, 1, 0, -2, -5, -7
Sort -3, -71, 1, 3, 7, 91, 2, 4, 9 in increasing order.
-71, -3, 1, 2, 3, 4, 7, 9, 91
Sort -1, -2, 2, 1, -3, 4, 9, 7, 640 in increasing order.
-3, -2, -1, 1, 2, 4, 7, 9, 640
Put 1, 32, -4, 383, 0, 4, 18, 5, 2 in descending order.
383, 32, 18, 5, 4, 2, 1, 0, -4
Put 1, 842, 5, 0, 4, 3, -24, 71, 6 in ascending order.
-24, 0, 1, 3, 4, 5, 6, 71, 842
Put 1, 13, 5, 3, 4, 90, 2, 0, -549 in descending order.
90, 13, 5, 4, 3, 2, 1, 0, -549
Sort -2, 38, 53, 6, 9, -9, -4, 2, 1 in descending order.
53, 38, 9, 6, 2, 1, -2, -4, -9
Sort 23, 0, 5, 25, 1, 2, -5, 11, 27 in ascending order.
-5, 0, 1, 2, 5, 11, 23, 25, 27
Sort 4, -63, 5, 6, 39, 3, 14, 1, -5 in descending order.
39, 14, 6, 5, 4, 3, 1, -5, -63
Sort 4, 5, 2, -1, 1, 40, 9, 8, -58 in increasing order.
-58, -1, 1, 2, 4, 5, 8, 9, 40
Sort 0, -4, 10, -5, 4, 2, 38, 40, 3 in ascending order.
-5, -4, 0, 2, 3, 4, 10, 38, 40
Put 3, 9, 5, 20, 51, -3, -2, -7, 1 in decreasing order.
51, 20, 9, 5, 3, 1, -2, -3, -7
Sort 1, 3, 4, 0, 2109, 17, 2, -1, 5 in decreasing order.
2109, 17, 5, 4, 3, 2, 1, 0, -1
Sort 5, 1, 15, 28, 11, -3, 3, 0, -4.
-4, -3, 0, 1, 3, 5, 11, 15, 28
Put -861, 5, -5, 4, 2, 3, 52, 1, 9 in decreasing order.
52, 9, 5, 4, 3, 2, 1, -5, -861
Sort -75, 0, -2, 2, 9, 13, -5, 4, 5.
-75, -5, -2, 0, 2, 4, 5, 9, 13
Sort -2, 5, 74, -17, 6, -4, 0, 2, 9 in descending order.
74, 9, 6, 5, 2, 0, -2, -4, -17
Put 822, 3, 0, -1, 14, 33, 1, 4, 2 in increasing order.
-1, 0, 1, 2, 3, 4, 14, 33, 822
Sort 298, 88, -1, -4, 7, 3, 5, 4, 8.
-4, -1, 3, 4, 5, 7, 8, 88, 298
Put -7, 5, -3, 4, -5, 9, -8, -2, 1 in increasing order.
-8, -7, -5, -3, -2, 1, 4, 5, 9
Put 0, -9, 5, 20, 37, 3, 1, 390, 6 in decreasing order.
390, 37, 20, 6, 5, 3, 1, 0, -9
Sort -2, 4, 7, 0, 24, -9, -1, 35, 2 in increasing order.
-9, -2, -1, 0, 2, 4, 7, 24, 35
Put 4, 1, 6668, 8, -2, 7, 2, 28, 3 in increasing order.
-2, 1, 2, 3, 4, 7, 8, 28, 6668
Sort 1, -1, 62, -6, 6, 78, 0, 2, 5 in decreasing order.
78, 62, 6, 5, 2, 1, 0, -1, -6
Sort 4, 30, -3, 25, 9, 3, 375, 0, 5 in decreasing order.
375, 30, 25, 9, 5, 4, 3, 0, -3
Sort 5, 1, -3, 18, -5, 17, 57, 0, 2 in descending order.
57, 18, 17, 5, 2, 1, 0, -3, -5
Sort -5, 2, 10, 16, 5, 25, -3, 3, 4.
-5, -3, 2, 3, 4, 5, 10, 16, 25
Sort 9, 5, 2, -4, 0, 21, 3, 1, 121 in decreasing order.
121, 21, 9, 5, 3, 2, 1, 0, -4
Sort 5, -9, 1, 8, 2, -2, -10, -1, 4.
-10, -9, -2, -1, 1, 2, 4, 5, 8
Put 7, 8, 2, -5, 63, 0, 6, -8, 14 in increasing order.
-8, -5, 0, 2, 6, 7, 8, 14, 63
Sort 61, 9, -6, 4, 0, 6, 3, 37, 8 in descending order.
61, 37, 9, 8, 6, 4, 3, 0, -6
Sort -3, 2, 8, 1, 64, 113, 24, 7, 4 in decreasing order.
113, 64, 24, 8, 7, 4, 2, 1, -3
Sort 1, 6, 8, -95, 0, 71, -2, 11, 5.
-95, -2, 0, 1, 5, 6, 8, 11, 71
Sort -4, 8, -1, 7, 19, 1, 6, 13, 69.
-4, -1, 1, 6, 7, 8, 13, 19, 69
Sort 1, 13, -1, 45, -4, 2, 0, 5, 72 in decreasing order.
72, 45, 13, 5, 2, 1, 0, -1, -4
Sort 2, 4, 42, 70, 36, 5, 33, -3, 0 in decreasing order.
70, 42, 36, 33, 5, 4, 2, 0, -3
Sort -11, 7, 0, 4, 20, 3, 13, 5, 44 in descending order.
44, 20, 13, 7, 5, 4, 3, 0, -11
Sort 1, 33, -2, 76, 3, 4, -6, 0, 20 in decreasing order.
76, 33, 20, 4, 3, 1, 0, -2, -6
Sort 1, 4, 6, 2, -60, -50, 5, 9, 10 in increasing order.
-60, -50, 1, 2, 4, 5, 6, 9, 10
Put 14, 94, -6, 7, 5, 13, 1, 2, -4 in decreasing order.
94, 14, 13, 7, 5, 2, 1, -4, -6
Sort -5, 5, 2, 8, 97, 3, -18, 4, 95 in ascending order.
-18, -5, 2, 3, 4, 5, 8, 95, 97
Put 7, -6, -2, 5, 2, 63, 3, -4, 94 in increasing order.
-6, -4, -2, 2, 3, 5, 7, 63, 94
Sort 0, 24, 8, 1, -2, 6, 2, -424, 3.
-424, -2, 0, 1, 2, 3, 6, 8, 24
Put 3, 5, 40, 6, 42, 1, -2, 2, 0 in descending order.
42, 40, 6, 5, 3, 2, 1, 0, -2
Sort -2, -9, -6, -1, 92, 5, 8, 2, 4 in decreasing order.
92, 8, 5, 4, 2, -1, -2, -6, -9
Sort 600, 1, 4, 8, -3, -6, -1, 3, 2.
-6, -3, -1, 1, 2, 3, 4, 8, 600
Sort 2, -6, 3, 6, -15, 0, 686, 5, 1 in descending order.
686, 6, 5, 3, 2, 1, 0, -6, -15
Put 0, 1, 49, 2, 9, 7, 3, -3, 105 in decreasing order.
105, 49, 9, 7, 3, 2, 1, 0, -3
Sort 1, 5, 28, 2, 83, 3, -42, 8, -6.
-42, -6, 1, 2, 3, 5, 8, 28, 83
Put 5, 97, 4, 2, -8, 10, 9, 1, 24 in ascending order.
-8, 1, 2, 4, 5, 9, 10, 24, 97
Sort 4, 5, 20, 21, -2, 1, 7, 10, 73.
-2, 1, 4, 5, 7, 10, 20, 21, 73
Sort 138, -1, 11, 2, 5, 3, 1, 4, 12 in increasing order.
-1, 1, 2, 3, 4, 5, 11, 12, 138
Put 3, -202, 2, 5, -6, 1, 0, 7, -5 in decreasing order.
7, 5, 3, 2, 1, 0, -5, -6, -202
Sort 7, 2, 5, -22, 9, -2, 1, 25, 4 in decreasing order.
25, 9, 7, 5, 4, 2, 1, -2, -22
Sort 3, 5, -1, -5, 8, 53, 192, 1, 6 in decreasing order.
192, 53, 8, 6, 5, 3, 1, -1, -5
Put 3, 73, -1, 32, 2, 210, 0, 7, 5 in ascending order.
-1, 0, 2, 3, 5, 7, 32, 73, 210
Sort 22, 1, 4, -6, 0, 2, -1, 87, 32.
-6, -1, 0, 1, 2, 4, 22, 32, 87
Sort 5, -4, 1, -2, 9, 0, 2, 11, -27 in ascending order.
-27, -4, -2, 0, 1, 2, 5, 9, 11
Put 5, 3, -1, 0, 4, 2, 15, -5, -14 in increasing order.
-14, -5, -1, 0, 2, 3, 4, 5, 15
Put 91, 12, 2, -2, 5, 3, 1, -16, 0 in ascending order.
-16, -2, 0, 1, 2, 3, 5, 12, 91
Sort -44, -3, 50, 3, 5, -4, 2, 8, 1 in descending order.
50, 8, 5, 3, 2, 1, -3, -4, -44
Put 8, 1, 3, 6, 25, 22, -6, 10, 0 in decreasing order.
25, 22, 10, 8, 6, 3, 1, 0, -6
Sort 0, 2820, 2, 63, 3, -3, 7, 5, 1 in increasing order.
-3, 0, 1, 2, 3, 5, 7, 63, 2820
Put 7, 3, 0, 25, -6, 5, -174, 1, 6 in increasing order.
-174, -6, 0, 1, 3, 5, 6, 7, 25
Sort 5, 0, 6, 4, -6, 3, -3, -2, -5 in ascending order.
-6, -5, -3, -2, 0, 3, 4, 5, 6
Put 26, 6, 3, 8, 58, 2, 5, 4, -356 in decreasing order.
58, 26, 8, 6, 5, 4, 3, 2, -356
Put 4, 42, 3, -7, 0, 5, -81, 2, 26 in descending order.
42, 26, 5, 4, 3, 2, 0, -7, -81
Sort -3, 2, 77, -17, 3, 5, 1, 25, 0 in decreasing order.
77, 25, 5, 3, 2, 1, 0, -3, -17
Sort 3, 0, -2, 2, 24, 11, 5, 39, -4 in increasing order.
-4, -2, 0, 2, 3, 5, 11, 24, 39
Sort 5, 4, -4, -5, 9, 3, 8, -239, 2 in descending order.
9, 8, 5, 4, 3, 2, -4, -5, -239
Put 5, 9, 1, -5, 7, 8, 3, 3768, 2 in ascending order.
-5, 1, 2, 3, 5, 7, 8, 9, 3768
Sort 6, 7, -2, 9, -5, 1, 26, 5, 226 in decreasing order.
226, 26, 9, 7, 6, 5, 1, -2, -5
Put 5, -2, -671, 9, -4, 0, 1, 2, 6 in descending order.
9, 6, 5, 2, 1, 0, -2, -4, -671
Sort 1, 2, 0, 4, 48, 5, 57, -54, 70 in ascending order.
-54, 0, 1, 2, 4, 5, 48, 57, 70
Sort 5, -3, 3, 2, -9, 0, 4, -20, -1.
-20, -9, -3, -1, 0, 2, 3, 4, 5
Sort 44, 3, 4, -9, 0, -2, -4, 5, 15 in ascending order.
-9, -4, -2, 0, 3, 4, 5, 15, 44
Sort 365, 4, 1, -5, 3, 0, 2, 5, -29 in ascending order.
-29, -5, 0, 1, 2, 3, 4, 5, 365
Sort 5, 42, 1, 4, 2, 3, 1836, 8, -1 in descending order.
1836, 42, 8, 5, 4, 3, 2, 1, -1
Sort 2, -3, -2, 5, 0, 7, 20, -9, -5.
-9, -5, -3, -2, 0, 2, 5, 7, 20
Put -1, 72, 3, -4, -26, 8, 4, 2, 6 in descending order.
72, 8, 6, 4, 3, 2, -1, -4, -26
Put 7, -143, 3, -1, 0, -5, 1, 6, 8 in descending order.
8, 7, 6, 3, 1, 0, -1, -5, -143
Sort 15, 2, 11, 1, -3, 3, 4, 28, 42 in descending order.
42, 28, 15, 11, 4, 3, 2, 1, -3
Put -1, 0, 5, -6, 223, 8, -2, 6, 4 in descending order.
223, 8, 6, 5, 4, 0, -1, -2, -6
Put 8, 5, 4, -2, -5, 81, 0, -4, 1 in decreasing order.
81, 8, 5, 4, 1, 0, -2, -4, -5
Put 4, -4, -6, -36, 0, 1, 2, 7, -2 in descending order.
7, 4, 2, 1, 0, -2, -4, -6, -36
Sort 4, 0, 5, -3, 575, 2, 3, 51, -5 in ascending order.
-5, -3, 0, 2, 3, 4, 5, 51, 575
Sort 336, 2, 8, 1, 5, 4, 10, -43, 3.
-43, 1, 2, 3, 4, 5, 8, 10, 336
Put 3, 1, 64, 755, -4, 2, 5, 11, 9 in increasing order.
-4, 1, 2, 3, 5, 9, 11, 64, 755
Sort 3, -4, 5, 2, -1, -98, 6, 4, 31 in increasing order.
-98, -4, -1, 2, 3, 4, 5, 6, 31
Put 29, 4, -7, 23, 6, -4, 38, 5, 3 in ascending order.
-7, -4, 3, 4, 5, 6, 23, 29, 38
Put 0, 9, 10403, 6, -2, 8, 2, 5, 1 in increasing order.
-2, 0, 1, 2, 5, 6, 8, 9, 10403
Put 9, 112, 1, 8, -4, 0, 19, 4, 7 in descending order.
112, 19, 9, 8, 7, 4, 1, 0, -4
Sort -3, 10, -5, 0, 4, 1, 5, -56, 6 in descending order.
10, 6, 5, 4, 1, 0, -3, -5, -56
Put 0, 2, 7, 5, 11, 3, -1, 127, -5 in increasing order.
-5, -1, 0, 2, 3, 5, 7, 11, 127
Put 261, 9, 4, 3, 1, -5, 0, -3, 66 in descending order.
261, 66, 9, 4, 3, 1, 0, -3, -5
Put 1, 0, -5, 5, 2, 892, -4, 95, 6 in descending order.
892, 95, 6, 5, 2, 1, 0, -4, -5
Put 3, 11, 31, 0, 5, 4, -8, 89, 10 in decreasing order.
89, 31, 11, 10, 5, 4, 3, 0, -8
Sort 34, 2, 0, 5, 3, -2, -4, -16, 9.
-16, -4, -2, 0, 2, 3, 5, 9, 34
Put 38, -4, 1, -1, 26, 3, -5, 4, 5 in ascending order.
-5, -4, -1, 1, 3, 4, 5, 26, 38
Sort 1, 4, 2, 8, 3, -2, 177, -3, 39.
-3, -2, 1, 2, 3, 4, 8, 39, 177
Put -2, 58, 2, 3, 8, 9, -3, 5, 69 in ascending order.
-3, -2, 2, 3, 5, 8, 9, 58, 69
Sort -3, 9, 6, 859, 0, -5, 2, 19, 3 in decreasing order.
859, 19, 9, 6, 3, 2, 0, -3, -5
Put -5, 8, 3, 12, 2, 1, 0, 9, -432 in decreasing order.
12, 9, 8, 3, 2, 1, 0, -5, -432
Put 40, 0, 8, 52, -4, 1, -2, 5, -1 in descending order.
52, 40, 8, 5, 1, 0, -1, -2, -4
Sort 2, -7, 1, 212, 3, 18, 4, 5, -1 in decreasing order.
212, 18, 5, 4, 3, 2, 1, -1, -7
Put 2, 8, 54, 6, 4, 1, -17, -2, 16 in ascending order.
-17, -2, 1, 2, 4, 6, 8, 16, 54
Sort 2, 8, 6, -1, -2, 5, -33, -3, 1 in ascending order.
-33, -3, -2, -1, 1, 2, 5, 6, 8
Put 3, -5, 6, 7, 4, -1, 0, 53, 83 in decreasing order.
83, 53, 7, 6, 4, 3, 0, -1, -5
Sort 6, 21, 1, 17, -46, 2, -3, 5, 8 in descending order.
21, 17, 8, 6, 5, 2, 1, -3, -46
Put 4, 9, -18, 2, 18, -8, 0, 25, 1 in increasing order.
-18, -8, 0, 1, 2, 4, 9, 18, 25
Sort 4, 1, 3, 55, 0, 9, 2355, -2, 5 in decreasing order.
2355, 55, 9, 5, 4, 3, 1, 0, -2
Sort 5, 12, 3, -3, 36, 8, 1, -4, 31 in decreasing order.
36, 31, 12, 8, 5, 3, 1, -3, -4
Sort 3, 4, 1, 5, 7, -5, 2, -31, 63 in ascending order.
-31, -5, 1, 2, 3, 4, 5, 7, 63
Sort 5, 7, 2, -50, 3, 0, 1, -5, 23.
-50, -5, 0, 1, 2, 3, 5, 7, 23
Put 33, 5, -3, 6, -2, 0, 8, -4, 1 in descending order.
33, 8, 6, 5, 1, 0, -2, -3, -4
Put 4, 5, 3, 64, 0, 8, -5, -4, -15 in descending order.
64, 8, 5, 4, 3, 0, -4, -5, -15
Sort 2, 0, -7, 724, 4, 3, 5, -2, 29.
-7, -2, 0, 2, 3, 4, 5, 29, 724
Put -5, 9, 5, 1, -2, 3, 16, 32, 0 in decreasing order.
32, 16, 9, 5, 3, 1, 0, -2, -5
Put 3, 5, 4, 6, -2, 62, 22, -60, 2 in descending order.
62, 22, 6, 5, 4, 3, 2, -2, -60
Sort -38, -4, 2, 7, 4, 3, 1, -45, 5 in decreasing order.
7, 5, 4, 3, 2, 1, -4, -38, -45
Put 9, 0, 1, 5, 2, -23, 8, -3, -6 in increasing order.
-23, -6, -3, 0, 1, 2, 5, 8, 9
Put 5, -4, 1, -5, 0, 49, 29, 2, 40 in ascending order.
-5, -4, 0, 1, 2, 5, 29, 40, 49
Sort -4, 4, 55, -9, -2, 71, 5, 3, 2 in decreasing order.
71, 55, 5, 4, 3, 2, -2, -4, -9
Sort 3, -9, 9, 2, 4, 54, 50, -5, -4 in descending order.
54, 50, 9, 4, 3, 2, -4, -5, -9
Sort 72, 8, 0, -3, 3, 52, 4, 13, 2 in increasing order.
-3, 0, 2, 3, 4, 8, 13, 52, 72
Put 45, 2, 6, 14, 3, 9, 4, 28, 0 in ascending order.
0, 2, 3, 4, 6, 9, 14, 28, 45
Sort 2, -8, 5, -3, -2, 25, 1, 26, 0.
-8, -3, -2, 0, 1, 2, 5, 25, 26
Sort -1, 26, 6, 5, -4, -2, 13, 0, 7 in increasing order.
-4, -2, -1, 0, 5, 6, 7, 13, 26
Sort 3, 8, 1, 18, 99, 69, -4, 4, -3 in descending order.
99, 69, 18, 8, 4, 3, 1, -3, -4
Put -1, 4, 2, 3, 12, 129, 1, 23, 5 in increasing order.
-1, 1, 2, 3, 4, 5, 12, 23, 129
Put 7, 9, 22, 3, 2, 1, 20, -66, -9 in descending order.
22, 20, 9, 7, 3, 2, 1, -9, -66
Put 7, 2, 18, 5, -6, 3, -8, 8, -23 in ascending order.
-23, -8, -6, 2, 3, 5, 7, 8, 18
Sort 4, 9, -3, 0, 1, 1132, 5, 3, -4 in ascending order.
-4, -3, 0, 1, 3, 4, 5, 9, 1132
Put 1, -1, 8, -6, 119, 57, 0, 7, 5 in increasing order.
-6, -1, 0, 1, 5, 7, 8, 57, 119
Put 10, 2, 92, 1, 3, 6, 0, -5, -4 in increasing order.
-5, -4, 0, 1, 2, 3, 6, 10, 92
Sort 493, 3, 1, 48, 76, 6, 4, 5, -3 in decreasing order.
493, 76, 48, 6, 5, 4, 3, 1, -3
Put -5, 2, 4, 0, 1, -4, -22, 6, 10 in ascending order.
-22, -5, -4, 0, 1, 2, 4, 6, 10
Sort -9, -1, 5, 7, 0, 19, -4, 2, 4.
-9, -4, -1, 0, 2, 4, 5, 7, 19
Sort 1, 5, -335, 16, -7, 0, 2, 4, 3 in increasing order.
-335, -7, 0, 1, 2, 3, 4, 5, 16
Sort -37, 0, 1, -2, -5, 2, 21, 5, 9.
-37, -5, -2, 0, 1, 2, 5, 9, 21
Put -3, -5, 4, 2, 727, 3, 5, -8, 1 in decreasing order.
727, 5, 4, 3, 2, 1, -3, -5, -8
Sort -5, 31, 0, 48, 5, 24, 4, -2, 6.
-5, -2, 0, 4, 5, 6, 24, 31, 48
Put -2, -1, 0, 5, 6, 8, 1114, 1, 9 in descending order.
1114, 9, 8, 6, 5, 1, 0, -1, -2
Put 4, 5, -2, -1, 285, 1, 0, 29, 2 in descending order.
285, 29, 5, 4, 2, 1, 0, -1, -2
Sort 1, 7, 12, 103, 2, 3, 0, 4, -3.
-3, 0, 1, 2, 3, 4, 7, 12, 103
Put 1, 17, 4, 0, 11, 2, 3, -5, 222 in descending order.
222, 17, 11, 4, 3, 2, 1, 0, -5
Sort 12, -5, 4, 3, 6, 5, 2, 29, -30.
-30, -5, 2, 3, 4, 5, 6, 12, 29
Put -3, 42, 0, 4, 705, 1, 6, 5, 3 in descending order.
705, 42, 6, 5, 4, 3, 1, 0, -3
Put 0, 91, 100, -2, 16, 4, 5, 2, 1 in descending order.
100, 91, 16, 5, 4, 2, 1, 0, -2
Sort -72, 14, 20, 4, 5, 2, 7, -1, 1.
-72, -1, 1, 2, 4, 5, 7, 14, 20
Put 435, 18, 8, 4, 0, -2, -3, 3, 5 in increasing order.
-3, -2, 0, 3, 4, 5, 8, 18, 435
Put 9, 6, -6, 2, -8, 0, 1, -3, -66 in decreasing order.
9, 6, 2, 1, 0, -3, -6, -8, -66
Sort -10, 9, -8, 1, 0, 4, 5, 59, 52 in increasing order.
-10, -8, 0, 1, 4, 5, 9, 52, 59
Sort -3, 2, 44, 6, 1, -6, 4, -2, 3 in ascending order.
-6, -3, -2, 1, 2, 3, 4, 6, 44
Put 23, 2, -4, 4, -9, -70, 1, 6, 0 in decreasing order.
